Code,Name,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
00047002,SALINÓPOLIS,32,SALINÓPOLIS,PARÁ,ANA,-0.6231,-47.3536,1977-12-09,2019-08-31,43,3.5,35,18.6
00047003,CURUÇA,32,CURUÇA,PARÁ,ANA,-0.7375,-47.8536,1981-07-01,2019-07-31,39,2.4,29,25.6
00047004,PRIMAVERA,32,PRIMAVERA,PARÁ,ANA,-0.9294,-47.0994,1982-02-18,2019-08-31,38,0.0,35,7.9
00047005,MARUDA,32,MARAPANIM,PARÁ,ANA,-0.6336,-47.6583,1989-08-21,2019-07-31,31,5.0,20,35.5
00047006,SÃO JOÃO DE PIRABAS,32,SÃO JOÃO DE PIRABAS,PARÁ,ANA,-0.7747,-47.1775,1989-08-30,2019-08-31,31,0.4,25,19.4
00047007,MAGALHÃES BARATA,31,MAGALHÃES BARATA,PARÁ,ANA,-0.7944,-47.5997,1995-11-17,2019-08-31,25,1.4,20,20.0
00048006,VIGIA,31,VIGIA,PARÁ,ANA,-0.8681,-48.1103,1982-02-11,2019-07-31,38,0.4,32,15.8
00049009,ANAJÁS,19,ANAJÁS,PARÁ,ANA,-0.9853,-49.9394,1999-09-02,2019-09-30,21,2.1,15,28.6
00049010,CHAVES,19,CHAVES,PARÁ,ANA,-0.1656,-49.9786,1999-09-02,2019-09-30,21,0.9,16,23.8
00049011,SANTA CRUZ DO ARARI,19,SANTA CRUZ DO ARARI,PARÁ,ANA,-1.0158,-48.9597,1999-09-02,2019-09-30,21,0.7,15,28.6
00051002,NAVIO,19,MAZAGÃO,AMAPÁ,ANA,-0.3992,-51.4203,1980-08-27,2019-09-30,40,6.1,12,70.0
00051004,VILA DO MARACÁ,19,MAZAGÃO,AMAPÁ,ANA,-0.1806,-51.7358,1997-05-19,2019-04-30,23,4.6,12,47.8
00051005,BOM JARDIM,19,GURUPÁ,PARÁ,ANA,-0.7947,-51.6239,1997-07-01,2019-09-30,23,0.0,21,8.7
00052000,SÃO FRANCISCO,19,LARANJAL DO JARÍ,AMAPÁ,ANA,-0.5711,-52.575,1968-07-06,2016-02-29,49,4.4,31,36.7
00052003,SÃO PEDRO,19,MAZAGÃO,AMAPÁ,ANA,-0.4567,-52.0775,1997-05-20,2019-04-30,23,0.4,18,21.7
00060000,BASE ALALAÚ,14,RORAINÓPOLIS,RORAIMA,ANA,-0.8558,-60.5219,1977-05-31,2019-07-31,43,29.5,15,65.1
00060001,FAZENDA SÃO LUCAS,14,SÃO LUIZ,RORAIMA,ANA,-0.2275,-60.6908,1989-01-31,2019-04-30,31,4.8,20,35.5
00061000,SANTA MARIA DO BOIAÇU,14,RORAINÓPOLIS,RORAIMA,ANA,-0.5067,-61.7858,1972-06-10,2019-08-31,48,0.9,42,12.5
00061001,TERRA PRETA,14,CARACARAÍ,RORAIMA,ANA,-0.8731,-61.9317,1989-04-25,2019-08-31,31,0.4,24,22.6
00063000,CUMARU,14,BARCELOS,AMAZONAS,ANA,-0.5983,-63.3978,1977-12-21,2019-09-30,43,2.3,32,25.6
00063001,SAMAUMA,14,BARCELOS,AMAZONAS,ANA,-0.3672,-62.7753,1997-09-25,2016-04-30,20,0.9,16,20.0
00065001,TAPURUQUARA,14,SANTA IZABEL DO RIO,AMAZONAS,ANA,-0.4203,-65.0153,1982-08-05,2019-09-30,38,5.0,31,18.4
00066000,LIVRAMENTO,14,SÃO GABRIEL DA CACH,AMAZONAS,ANA,-0.2889,-66.1533,1977-12-19,2019-09-30,43,1.4,31,27.9
00067000,SÃO GABRIEL DA CACHOEIRA,14,SÃO GABRIEL DA CACH,AMAZONAS,INMET,-0.1253,-67.0611,1961-01-01,2018-07-31,58,40.4,25,56.9
00067002,TUMBIRA,14,SÃO GABRIEL DA CACH,AMAZONAS,ANA,-0.3444,-67.5358,1999-12-26,2019-09-30,21,0.4,19,9.5
00144002,CURURUPU,32,CURURUPU,MARANHÃO,ANA,-1.8261,-44.8678,1986-10-29,2019-09-30,34,8.5,18,47.1
00145006,CÂNDIDO MENDES,32,CÂNDIDO MENDES,MARANHÃO,ANA,-1.4558,-45.7281,1986-06-17,2019-09-30,34,0.0,32,5.9
00146005,TARARUA - PONTE,32,VISEU,PARÁ,ANA,-1.7331,-46.5989,1972-06-30,2019-09-30,48,3.4,33,31.2
00146008,ALTO BONITO,32,VISEU,PARÁ,ANA,-1.8175,-46.3439,1976-01-23,2019-09-30,44,2.3,38,13.6
00146009,VISEU,32,VISEU,PARÁ,ANA,-1.2314,-46.1878,1980-08-29,2019-07-31,40,0.6,35,12.5
00146010,EMBORAI,32,AUGUSTO CORRÊA,PARÁ,ANA,-1.2917,-46.5836,1984-05-24,2019-07-31,36,0.5,25,30.6
00146011,SANTA LUZIA DO PARÁ,32,SANTA LUZIA DO PARÁ,PARÁ,ANA,-1.5161,-46.9061,1994-08-19,2019-09-30,26,3.7,17,34.6
00147002,CAPANEMA,32,CAPANEMA,PARÁ,ANA,-1.2036,-47.1781,1966-03-18,2019-08-31,54,0.5,46,14.8
00147007,CASTANHAL,32,CASTANHAL,PARÁ,ANA,-1.2975,-47.9394,1972-07-01,2019-07-31,48,3.3,36,25.0
00147008,SÃO DOMINGOS DO CAPIM,31,SÃO DOMINGOS DO CAP,PARÁ,ANA,-1.6775,-47.77,1975-10-04,2019-06-30,45,5.4,29,35.6
00147010,IGARAPÉ-AÇU,32,IGARAPÉ-AÇU,PARÁ,ANA,-1.1325,-47.6283,1980-08-31,2019-08-31,40,1.6,34,15.0
00147011,COLÔNIA SANTO ANTÔNIO,31,IRITUIA,PARÁ,ANA,-1.655,-47.4914,1982-06-11,2019-05-31,38,0.5,35,7.9
00147016,OUREM,31,OURÉM,PARÁ,ANA,-1.5517,-47.1172,1988-01-01,2019-08-31,32,2.7,26,18.8
00147017,TERRA ALTA,32,TERRA ALTA,PARÁ,ANA,-1.0386,-47.9133,1991-01-01,2019-07-31,29,0.7,27,6.9
00147018,SANTA MARIA DO PARÁ,32,SANTA MARIA DO PARÁ,PARÁ,ANA,-1.3569,-47.5742,1990-02-01,2019-05-31,30,4.8,17,43.3
00147019,NOVA TIMBOTEUA,32,NOVA TIMBOTEUA,PARÁ,ANA,-1.21111,-47.3864,1995-11-23,2019-08-31,25,0.5,22,12.0
00148002,BELÉM,31,BELÉM,PARÁ,INMET,-1.435,-48.4378,1949-04-01,2019-06-30,71,3.6,59,16.9
00148003,SANTA ISABEL DO PARÁ,31,SANTA ISABEL DO PAR,PARÁ,ANA,-1.2964,-48.1708,1972-06-01,2019-07-31,48,1.0,28,41.7
00148009,ACARÁ,31,ACARÁ,PARÁ,ANA,-1.9611,-48.2064,1980-08-17,2019-04-30,40,1.2,31,22.5
00148010,ABAETETUBA,31,ABAETETUBA,PARÁ,ANA,-1.7503,-48.8669,1980-10-18,2019-08-31,40,0.7,30,25.0
00148011,VILA DO CONDE,31,BARCARENA,PARÁ,ANA,-1.5656,-48.7669,1980-12-08,2019-08-31,40,4.4,22,45.0
00148012,MOSQUEIRO,31,BELÉM,PARÁ,ANA,-1.0942,-48.3986,1982-04-23,2019-07-31,38,1.4,30,21.1
00148017,BUJARU,31,BUJARU,PARÁ,ANA,-1.5211,-48.0461,1994-11-25,2019-06-30,26,0.0,24,7.7
00148018,IGARAPÉ-MIRI,31,IGARAPÉ-MIRI,PARÁ,ANA,-1.9706,-48.9339,1995-07-15,2019-06-30,25,5.9,15,40.0
00149003,OEIRAS DO PARÁ,19,OEIRAS DO PARÁ,PARÁ,ANA,-2.0019,-49.8636,1982-02-12,2019-10-31,38,0.6,24,36.8
00149004,JOANA COELI,19,CAMETÁ,PARÁ,ANA,-1.8975,-49.3817,1994-12-15,2019-06-30,26,1.1,13,50.0
00150003,ANTÔNIO LEMOS,19,BREVES,PARÁ,ANA,-1.7917,-50.4347,1985-01-30,2019-09-30,35,4.9,24,31.4
00151000,JARILÂNDIA,19,ALENQUER,PARÁ,ANA,-1.1233,-51.9964,1980-08-19,2019-09-30,40,0.7,31,22.5
00151001,ACAMPAMENTO IBDF,19,PORTEL,PARÁ,ANA,-1.7922,-51.4344,1980-06-20,2019-09-30,40,1.3,35,12.5
00151002,AREIAS,19,MELGAÇO,PARÁ,ANA,-1.2131,-51.2622,1982-03-16,2019-09-30,38,2.4,28,26.3
00151003,CARRAZEDO,19,GURUPÁ,PARÁ,ANA,-1.5825,-51.9178,1989-08-27,2019-09-30,31,4.4,18,41.9
00152005,ALMEIRIM,18,ALMEIRIM,PARÁ,ANA,-1.5264,-52.5783,1982-03-23,2019-09-30,38,1.7,24,36.8
00152006,FAZENDA BELA VISTA,18,ALMEIRIM,PARÁ,ANA,-1.0819,-53.1575,1985-04-17,2019-09-30,35,7.6,21,40.0
00153000,PRAINHA,18,PRAINHA,PARÁ,ANA,-1.8011,-53.48,1980-10-18,2019-04-30,40,0.8,33,17.5
00154000,ARAPARI,18,MONTE ALEGRE,PARÁ,ANA,-1.7736,-54.3972,1972-05-30,2019-08-31,48,2.7,35,27.1
00154001,BOCA DO INFERNO,17,ALENQUER,PARÁ,ANA,-1.5,-54.8714,1975-06-09,2019-08-31,45,1.7,38,15.6
00154003,ALENQUER,17,ALENQUER,PARÁ,ANA,-1.9428,-54.7392,1989-04-28,2019-04-30,31,3.5,20,35.5
00155000,ORIXIMINÁ,16,ORIXIMINÁ,PARÁ,ANA,-1.7597,-55.8614,1968-08-16,2019-08-31,52,5.5,32,38.5
00155002,VILA CURUA,17,ALENQUER,PARÁ,ANA,-1.88806,-55.1156,1994-05-02,2019-04-30,26,0.7,21,19.2
00156000,VISTA ALEGRE - CONJ 1,16,ORIXIMINÁ,PARÁ,ANA,-1.1014,-56.04,1977-10-10,2019-08-31,43,14.1,27,37.2
00156002,PORTO TROMBETAS,16,ORIXIMINÁ,PARÁ,ANA,-1.4556,-56.4025,1999-08-20,2019-08-31,21,2.6,13,38.1
00157000,CACH DA PORTEIRA - CONJ 1,16,ORIXIMINÁ,PARÁ,ANA,-1.0875,-57.0469,1975-07-07,2019-08-31,45,9.5,28,37.8
00157001,MINERAÇÃO CAIMA,16,NHAMUNDÁ,AMAZONAS,ANA,-1.4378,-57.8275,1981-07-06,2019-08-31,39,44.8,13,66.7
00157002,PORTUGUÊS,16,FARO,PARÁ,ANA,-1.8683,-57.0506,1989-03-03,2019-08-31,31,5.9,14,54.8
00158003,SÃO JOSÉ,16,URUCARÁ,AMAZONAS,ANA,-1.9328,-58.2558,2000-01-01,2019-08-31,20,1.7,15,25.0
00159000,BALBINA P-8 (UHE BALBINA),16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-1.9381,-59.4833,1978-03-29,2016-11-30,39,35.1,10,74.4
00160000,POSTO ABONARI - FUNAI,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-1.2989,-60.3997,1977-05-29,2019-04-30,43,14.8,22,48.8
00161002,MOURA,14,BARCELOS,AMAZONAS,ANA,-1.4589,-61.6331,1979-01-21,2019-08-31,41,1.3,35,14.6
00162000,CARVOEIRO,14,BARCELOS,AMAZONAS,ANA,-1.3944,-61.9792,1977-12-24,2019-08-31,43,0.8,37,14.0
00162002,UMANAPANA,14,BARCELOS,AMAZONAS,ANA,-1.8872,-62.4367,1982-01-01,2019-08-31,38,4.7,31,18.4
00165000,MARAÃ,12,MARAÃ,AMAZONAS,ANA,-1.8611,-65.5906,1977-12-25,2019-10-31,43,1.6,29,32.6
00166000,ACANAUI,12,JAPURÁ,AMAZONAS,ANA,-1.8211,-66.6,1973-07-09,2019-10-31,47,0.3,42,10.6
00167001,MAMORI,12,JAPURÁ,AMAZONAS,ANA,-1.7319,-67.5786,2000-01-01,2019-10-31,20,9.7,2,90.0
00169000,VILA BITTENCOURT,12,JAPURÁ,AMAZONAS,ANA,-1.3947,-69.4283,1977-12-28,2019-10-31,43,5.4,25,41.9
00169002,MANGUEIRA,12,JAPURÁ,AMAZONAS,ANA,-1.7333,-69.1167,1989-07-21,2019-10-31,31,19.4,12,61.3
00239001,ITAREMA,35,ITAREMA,CEARÁ,FUNCEME-CE,-2.9167,-39.9167,1988-02-01,2020-02-29,33,1.3,29,12.1
00240002,CAMOCIM,35,CAMOCIM,CEARÁ,FUNCEME-CE,-2.9167,-40.8333,1974-01-01,2020-02-29,47,1.6,45,4.3
00240004,GURIU,35,CAMOCIM,CEARÁ,FUNCEME-CE,-2.85,-40.5833,1962-01-01,2020-02-29,59,36.9,32,45.8
00240007,ACARAÚ,35,ACARAÚ,CEARÁ,FUNCEME-CE,-2.8833,-40.1167,1974-01-01,2020-02-29,47,0.0,46,2.1
00240009,ARANAÚ,35,ACARAÚ,CEARÁ,FUNCEME-CE,-2.8167,-40.2167,1974-03-01,2020-02-29,47,3.5,42,10.6
00240012,CRUZ,35,CRUZ,CEARÁ,FUNCEME-CE,-2.9333,-40.1833,1988-02-01,2020-02-29,33,1.3,30,9.1
00240013,JIJOCA DE JERICOACOARA,35,JIJOCA DE JERICOACO,CEARÁ,FUNCEME-CE,-2.9167,-40.4833,1983-01-01,2020-02-29,38,31.6,21,44.7
00242002,BARRO DURO,33,TUTÓIA,MARANHÃO,ANA,-2.9022,-42.3131,1984-04-14,2019-10-31,36,0.3,33,8.3
00244006,SÃO LUÍS,33,SÃO LUÍS,MARANHÃO,INMET,-2.8833,-44.35,1910-07-01,2019-06-30,110,23.9,68,38.2
00244011,GUIMARÃES,32,GUIMARÃES,MARANHÃO,ANA,-2.1294,-44.6069,1986-09-03,2019-09-30,34,1.5,26,23.5
00244012,SÃO BENTO,33,SÃO BENTO,MARANHÃO,ANA,-2.7011,-44.8233,1986-09-05,2019-11-30,34,2.2,24,29.4
00245001,ALTO TURI,32,MONÇÃO,MARANHÃO,ANA,-2.9539,-45.6647,1972-02-01,2019-09-30,48,1.0,43,10.4
00245003,MARACACUME,32,CÂNDIDO MENDES,MARANHÃO,ANA,-2.0522,-45.9583,1971-12-01,2019-09-30,49,0.1,40,18.4
00245007,BR-316 / RIO PARUÁ,32,TURIAÇU,MARANHÃO,ANA,-2.5047,-45.7842,1981-09-23,2019-09-30,39,5.8,32,17.9
00245008,PEDRO ROSÁRIO,32,VIANA,MARANHÃO,ANA,-2.9708,-45.355,1984-08-24,2019-09-30,36,6.9,26,27.8
00245009,PIMENTA,32,PINHEIRO,MARANHÃO,ANA,-2.5903,-45.3653,1984-10-01,2019-09-30,36,2.1,28,22.2
00245010,PINHEIRO,32,PINHEIRO,MARANHÃO,ANA,-2.5153,-45.0856,1986-03-01,2019-09-30,34,1.9,18,47.1
00245011,SANTA HELENA,32,SANTA HELENA,MARANHÃO,ANA,-2.2739,-45.2711,1986-03-20,2019-09-30,34,4.2,27,20.6
00247000,BADAJÓS,31,SÃO DOMINGOS DO CAP,PARÁ,ANA,-2.5128,-47.7681,1972-07-14,2019-08-31,48,5.0,35,27.1
00247003,FAZENDA JAUARÁ,31,AURORA DO PARÁ,PARÁ,ANA,-2.0356,-47.7506,1982-06-12,2019-06-30,38,2.6,27,28.9
00247004,FAZENDA SÃO RAIMUNDO,31,IPIXUNA DO PARÁ,PARÁ,ANA,-2.4261,-47.5161,1982-06-14,2019-04-30,38,5.2,26,31.6
00247005,CAFEZAL,32,PARAGOMINAS,PARÁ,ANA,-2.7717,-46.8025,1985-02-26,2019-07-31,35,1.6,26,25.7
00247006,PA-256 / RIO CAPIM,31,IPIXUNA DO PARÁ,PARÁ,ANA,-2.9483,-47.8144,1989-10-04,2019-04-30,31,1.6,21,32.3
00247008,ACAMPAMENTO MENDES JUNIOR,31,SÃO DOMINGOS DO CAP,PARÁ,ANA,-2.3433,-47.8469,1995-01-01,2019-06-30,25,4.4,17,32.0
00248001,FAZENDA URUCURE,31,ACARÁ,PARÁ,ANA,-2.4478,-48.5786,1982-03-18,2019-04-30,38,6.7,28,26.3
00248003,TOMÉ-AÇU,31,TOMÉ-AÇU,PARÁ,ANA,-2.4208,-48.1489,1984-04-22,2019-04-30,36,0.7,32,11.1
00248006,PA-256 / RIO ACARA-MIRIM,31,TOMÉ-AÇU,PARÁ,ANA,-2.7822,-48.3522,1990-03-01,2019-04-30,30,0.4,25,16.7
00249002,VILA ELIM,31,MOJU,PARÁ,ANA,-2.8044,-49.3778,1980-10-24,2019-06-30,40,0.9,34,15.0
00249003,BAIÃO,29,BAIÃO,PARÁ,ANA,-2.785,-49.6694,1984-05-06,2019-06-30,36,2.4,22,38.9
00249004,VILA DO CARMO,29,MOCAJUBA,PARÁ,ANA,-2.4497,-49.4383,1994-12-17,2019-06-30,26,1.7,21,19.2
00250000,CIPOAL,19,PORTEL,PARÁ,ANA,-2.785,-50.4536,1977-11-25,2019-10-31,43,0.3,38,11.6
00250001,VILA SÃO BENEDITO,19,BAGRE,PARÁ,ANA,-1.9917,-50.3686,1982-02-13,2019-10-31,38,1.9,25,34.2
00250002,IRAPURU,19,PORTEL,PARÁ,ANA,-2.4533,-50.9228,1986-01-23,2019-10-31,34,0.2,31,8.8
00250003,ACANGATA,19,PORTEL,PARÁ,ANA,-2.245,-50.6297,1989-06-01,2019-10-31,31,2.2,21,32.3
00251000,MARACACUERA FLORESTAL,19,PORTEL,PARÁ,ANA,-2.245,-51.1794,1977-11-23,2019-10-31,43,0.8,34,20.9
00251001,SENADOR JOSÉ PORFÍRIO,18,SENADOR JOSÉ PORFIR,PARÁ,ANA,-2.5867,-51.9481,1999-11-01,2019-07-31,21,5.6,7,66.7
00252001,ITAPÉUA DO PARÁ,18,PORTO DE MOZ,PARÁ,ANA,-2.3364,-52.9186,1986-01-16,2019-09-30,34,1.2,24,29.4
00253000,SANTA CRUZ,18,PRAINHA,PARÁ,ANA,-1.1789,-53.5994,1984-05-03,2019-04-30,36,5.8,25,30.6
00254000,SANTARÉM,17,SANTARÉM,PARÁ,ANA,-2.4433,-54.7025,1968-05-01,2019-07-31,52,2.6,31,40.4
00255000,CURUAI,17,SANTARÉM,PARÁ,ANA,-2.2683,-55.4806,1989-05-04,2019-08-31,31,18.1,16,48.4
00255001,CACHOEIRA DO ARUÃ,17,SANTARÉM,PARÁ,ANA,-2.6508,-55.7206,1997-07-03,2019-04-30,23,0.4,20,13.0
00256001,JURUTI,16,JURUTI,PARÁ,ANA,-2.1522,-56.0875,1982-04-27,2019-08-31,38,4.8,16,57.9
00256002,NHAMUNDÁ,16,NHAMUNDÁ,AMAZONAS,ANA,-2.1897,-56.7106,1982-04-26,2019-08-31,38,4.3,19,50.0
00257000,URUCARA,16,URUCARÁ,AMAZONAS,ANA,-2.5378,-57.7581,1977-12-17,2019-08-31,43,2.7,26,39.5
00257001,BARREIRINHA,16,BARREIRINHA,AMAZONAS,ANA,-2.7922,-57.0644,1982-05-02,2019-06-30,38,3.1,19,50.0
00257002,BOA VISTA DO RAMOS,16,BOA VISTA DO RAMOS,AMAZONAS,ANA,-2.9703,-57.59,1989-02-26,2019-06-30,31,4.6,16,48.4
00257003,MOCAMBO,16,PARINTINS,AMAZONAS,ANA,-2.4556,-57.2825,1989-03-06,2019-05-31,31,2.4,17,45.2
00258001,SANTA LUZIA,16,URUCARÁ,AMAZONAS,ANA,-2.2911,-58.5058,1999-10-29,2019-04-30,21,2.1,14,33.3
00259000,CACHOEIRA MORENA,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-2.1039,-59.3442,1974-08-01,2019-07-31,46,12.8,22,52.2
00259004,RIO PRETO DA EVA,15,RIO PRETO DA EVA,AMAZONAS,ANA,-2.7003,-59.6997,1994-02-17,2019-07-31,26,0.3,23,11.5
00260006,NOVO AIRÃO,14,NOVO AIRÃO,AMAZONAS,ANA,-2.62,-60.9478,1982-05-15,2019-08-31,38,0.6,33,13.2
00260007,PRESIDENTE FIGUEIREDO,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-2.0417,-60.0258,1985-02-07,2019-04-30,35,2.2,26,25.7
00261000,BARURI,14,NOVO AIRÃO,AMAZONAS,ANA,-2.0247,-61.5414,1982-05-19,2019-08-31,38,8.2,16,57.9
00265000,SÃO PEDRO,12,MARAÃ,AMAZONAS,ANA,-2.35,-65.1167,1982-06-26,2019-10-31,38,5.4,20,47.4
00266004,PORTO ANTUNES,12,JUTAÍ,AMAZONAS,ANA,-2.8903,-66.9492,1979-02-15,2019-12-31,41,16.5,26,36.6
00267001,ESPÍRITO SANTO,12,FONTE BOA,AMAZONAS,ANA,-2.75,-67.5667,1992-06-14,2019-11-30,28,0.2,21,25.0
00268000,BOA UNIÃO,11,SANTO ANTÔNIO DO IÇ,AMAZONAS,ANA,-2.8806,-68.7986,1982-06-17,2019-11-30,38,2.3,23,39.5
00269001,IPIRANGA NOVO,11,SANTO ANTÔNIO DO IÇ,AMAZONAS,ANA,-2.9297,-69.6931,1996-05-01,2019-11-30,24,0.9,18,25.0
00338000,FORTALEZA,35,FORTALEZA,CEARÁ,INMET,-3.7667,-38.8833,1912-01-01,2019-06-30,108,10.8,80,25.9
00338001,PICI,35,FORTALEZA,CEARÁ,FUNCEME-CE,-3.75,-38.5833,1919-04-01,2020-02-29,102,1.6,93,8.8
00338002,PACATUBA,35,PACATUBA,CEARÁ,FUNCEME-CE,-3.9833,-38.6167,1912-04-01,2020-02-29,109,29.1,73,33.0
00338005,MARACANAU,35,MARACANAU,CEARÁ,FUNCEME-CE,-3.9,-38.6333,1933-01-01,2020-02-29,88,19.2,69,21.6
00338007,AQUIRAZ,35,AQUIRAZ,CEARÁ,FUNCEME-CE,-3.9,-38.3833,1912-01-01,2020-02-29,109,24.2,80,26.6
00338008,SÃO GONÇALO DO AMARANTE,35,SÃO GONÇALO DO AMAR,CEARÁ,FUNCEME-CE,-3.67,-38.98,1927-05-01,2020-02-29,94,5.1,86,8.5
00338009,CAUCAIA,35,CAUCAIA,CEARÁ,FUNCEME-CE,-3.75,-38.6833,1912-01-01,2020-02-29,109,1.5,100,8.3
00338014,UMARITUBA NOVA,35,SÃO GONÇALO DO AMAR,CEARÁ,ANA,-3.67,-38.9817,1962-03-01,2019-12-31,58,9.4,45,22.4
00338016,MARANGUAPE,35,MARANGUAPE,CEARÁ,FUNCEME-CE,-3.9,-38.6667,1910-10-01,2020-02-29,111,2.6,101,9.0
00338029,SÍTIOS NOVOS,35,CAUCAIA,CEARÁ,FUNCEME-CE,-3.75,-38.9167,1998-07-01,2020-02-29,23,49.6,7,69.6
00338034,EUSÉBIO,35,EUSÉBIO,CEARÁ,FUNCEME-CE,-3.9,-38.5,1990-01-01,2020-02-29,31,0.3,27,12.9
00338037,CASTELÃO,35,FORTALEZA,CEARÁ,FUNCEME-CE,-3.8167,-38.5333,1988-02-01,2020-02-29,33,7.4,22,33.3
00338038,FUND.MA.NILVA(ÁGUA FRIA),35,FORTALEZA,CEARÁ,FUNCEME-CE,-3.7833,-38.4667,1998-06-01,2020-02-29,23,0.2,20,13.0
00338039,MESSEJANA,35,FORTALEZA,CEARÁ,FUNCEME-CE,-3.8333,-38.4667,1986-01-01,2020-02-29,35,22.8,21,40.0
00338040,ITAITINGA,35,ITAITINGA,CEARÁ,FUNCEME-CE,-3.95,-38.5167,1988-01-26,2020-02-29,33,6.3,27,18.2
00338041,PECEM,35,SÃO GONÇALO DO AMAR,CEARÁ,FUNCEME-CE,-3.55,-38.8333,1988-02-01,2016-01-31,29,55.6,10,65.5
00338049,FAZENDA COLUMINJUBA,36,MARANGUAPE,CEARÁ,FUNCEME-CE,-3.9667,-38.75,1988-01-01,2020-02-29,33,75.7,2,93.9
00339000,AMONTADA,35,AMONTADA,CEARÁ,ANA,-3.3633,-39.8294,1978-01-01,2019-12-31,42,5.0,33,21.4
00339001,AÇUDE CAXITORÉ,35,PENTECOSTE,CEARÁ,FUNCEME-CE,-3.75,-39.3667,1962-02-01,2018-03-31,57,28.8,33,42.1
00339004,PENTECOSTE,35,PENTECOSTE,CEARÁ,FUNCEME-CE,-3.7833,-39.2667,1952-01-01,2020-02-29,69,4.6,62,10.1
00339023,MIRAIMA,35,MIRAIMA,CEARÁ,FUNCEME-CE,-3.5667,-39.9667,1921-11-01,2020-02-29,100,9.5,85,15.0
00339028,SÃO LUÍS DO CURU,35,SÃO LUÍS DO CURU,CEARÁ,ANA,-3.6739,-39.2417,1912-01-01,2019-12-31,108,7.3,89,17.6
00339030,TRAIRI,35,TRAIRI,CEARÁ,FUNCEME-CE,-3.2833,-39.25,1962-01-01,2020-02-29,59,1.6,51,13.6
00339034,URUBURETAMA,35,URUBURETAMA,CEARÁ,FUNCEME-CE,-3.6167,-39.5,1910-10-01,2020-02-29,111,29.2,73,34.2
00339036,PARACURU,35,PARACURU,CEARÁ,FUNCEME-CE,-3.4167,-39.0333,1977-01-01,2020-02-29,44,0.2,42,4.5
00339037,ITAPAJE,35,ITAPAJÉ,CEARÁ,FUNCEME-CE,-3.68,-39.58,1972-02-01,2020-02-29,49,2.2,46,6.1
00339040,PARAIPABA,35,PARAIPABA,CEARÁ,FUNCEME-CE,-3.4,-39.1667,1968-08-01,2020-02-29,53,19.8,37,30.2
00339041,AÇUDE PEREIRA DE MIRANDA,35,PENTECOSTE,CEARÁ,FUNCEME-CE,-3.7833,-39.25,1988-01-02,2020-02-29,33,64.6,6,81.8
00339045,FAZENDA SÃO JOÃO,35,APUIARES,CEARÁ,ANA,-3.9453,-39.4111,1992-08-21,2019-12-31,28,0.0,25,10.7
00339047,ICARAÍ DE AMONTADA,35,AMONTADA,CEARÁ,FUNCEME-CE,-3.0333,-39.6667,1998-12-01,2020-02-29,23,7.3,16,30.4
00339048,AMONTADA,35,AMONTADA,CEARÁ,FUNCEME-CE,-3.3639,-39.8306,1982-01-01,2020-02-29,39,18.4,28,28.2
00339050,MOITAS,35,AMONTADA,CEARÁ,FUNCEME-CE,-3.0064,-39.6881,1998-06-01,2016-07-31,19,51.0,6,68.4
00339051,APUIARES,35,APUIARES,CEARÁ,FUNCEME-CE,-3.95,-39.4333,1981-12-01,2020-02-29,40,0.1,37,7.5
00339053,IRAUCUBA,35,IRAUÇUBA,CEARÁ,FUNCEME-CE,-3.7333,-39.75,1981-01-01,2020-02-29,40,1.2,37,7.5
00339054,JUÁ,35,IRAUÇUBA,CEARÁ,FUNCEME-CE,-3.89,-39.87,1988-03-21,2020-02-29,33,32.4,19,42.4
00339056,SÃO JOAQUIM,35,ITAPAJÉ,CEARÁ,FUNCEME-CE,-3.73,-39.67,1999-01-01,2020-01-31,22,29.7,12,45.5
00339059,BELA VISTA,35,ITAPIPOCA,CEARÁ,FUNCEME-CE,-3.2333,-39.6333,1998-06-01,2018-09-30,21,34.5,9,57.1
00339070,TEJUÇUOCA,36,TEJUÇUOCA,CEARÁ,FUNCEME-CE,-3.9833,-39.5833,1988-01-01,2020-02-29,33,3.5,26,21.2
00339071,FAZENDA MALAQUIAS,36,TEJUÇUOCA,CEARÁ,FUNCEME-CE,-3.95,-39.55,1998-07-01,2020-02-29,23,9.5,13,43.5
00339072,BOA AÇÃO,36,TEJUÇUOCA,CEARÁ,FUNCEME-CE,-3.9667,-39.5333,1998-07-01,2016-01-31,19,3.5,14,26.3
00339074,UMIRIM,35,UMIRIM,CEARÁ,FUNCEME-CE,-3.6667,-39.35,1989-01-01,2020-02-29,32,0.0,31,3.1
00339075,TURURU,35,TURURU,CEARÁ,FUNCEME-CE,-3.6,-39.45,1980-01-01,2019-04-30,40,8.8,32,20.0
00339078,SÃO LUÍS DO CURU,35,SÃO LUÍS DO CURU,CEARÁ,FUNCEME-CE,-3.6667,-39.2667,1974-01-01,2020-02-29,47,0.4,44,6.4
00339079,FAZENDA LAGOA DAS MERCES,35,ITAPIPOCA,CEARÁ,FUNCEME-CE,-3.16,-39.58,1988-01-30,2020-02-29,33,59.3,9,72.7
